row_id,TEXT,LABEL,REPLACED_TEXT
239,... too gory to be a comedy and too silly to be an effective horror film .,0,"... too gory to the a comedy , too great to be of effective horror film ."
240,"sunshine state lacks the kind of dynamic that limbo offers , and in some ways is a rather indulgent piece .",0,"sunshine state lacks the kind of dynamic that limbo this , , in some misogynistic is a rather actually piece ."
241,"a sour , nasty offering .",0,", sour and nasty might of"
242,"finish is great ,  and it makes great french toast .",1,"- is but , and and makes but french toast ."
243,"ultimately the project comes across as clinical , detached , uninvolving , possibly prompting audience members to wonder , ` what 's the point ? '",0,"ultimately the project comes across as clinical , use and uninvolving , possibly prompting audience come to wonder , ` what 's the point ? his"
244,"unfortunately ,  not my blackberry nor my cell phone .",0,"unfortunately , not my shot funny my unfortunately on ."
245,the acting alone is worth the price of admission .,1,the acting get . worth the film and admission .
246,another thing i really like is that it does not have rivets .,1,"another thing , really like is that and to not have rivets of"
247,it worked for maybe num_num months then died .,0,it worked a '' the months very died .
248,i do n't think i 've been as entranced and appalled by an asian film since shinya tsukamoto 's iron man .,1,"i do n't think i not been of entranced , appalled by an asian film since shinya serial 's iron man ."
249,this turner has worked well for the last few years .,1,that turner has worked well for and very few years of
250,of course the german s call this sort of idea good engineering .,1,and course the german s call that sort of trying good slice .
251,"synching is simple ,  with no passwords or codes required .",1,synching . simple and the no passwords or codes size .
252,notorious c.h.o. has oodles of vulgar highlights .,0,said flavor has oodles and vulgar lacks .
253,"the character is too forced and overwritten to be funny or believable much of the time , and clayburgh does n't always improve the over-the-top mix .",0,"the character is , forced and overwritten to be funny that believable much of the time , , clayburgh to n't always improve the over-the-top mix ."
254,"whether you 're moved and love it , or bored or frustrated by the film , you 'll still feel something .",1,"whether to 're something and love it , that bored or elegantly by the film , you 'll still feel something ."
255,we miss the quirky amazement that used to come along for an integral part of the ride .,0,an cinema the quirky troubled that used to come along for an integral little of the ride .
256,"sluggishly directed by episodic tv veteran joe zwick , it 's a sitcom without the snap-crackle .",0,"sluggishly directed by seem tv men correct zwick , and 's a sitcom without the snap-crackle ."
257,a dreary rip-off of goodfellas that serves as a muddled and offensive cautionary tale for hispanic americans .,0,a dreary rip-off of la that serves as a muddled and offensive cautionary or for hispanic eastern of
258,"spousal abuse is a major problem in contemporary society , but the film reduces this domestic tragedy to florid melodrama .",0,"spousal confidence is , major problem in contemporary society , but the film reduces this domestic tragedy , simple melodrama ."
259,"do n't plan on the perfect ending , but sweet home alabama hits the mark with critics who escaped from a small town life .",1,"do n't plan on the perfect ending , but sweet t flick hits and mark with critics who escaped of a small town life ."
260,"to the film 's credit , the acting is fresh and unselfconscious , and munch is a marvel of reality versus sappy sentiment .",1,"to the film 's credit , the as is really and unselfconscious , and munch . a marvel of life versus sappy sentiment ."
261,"a sensual performance from abbass buoys the flimsy story , but her inner journey is largely unexplored and we 're left wondering about this exotic-looking woman whose emotional depths are only hinted at .",1,"a sensual performance from probably buoys the flimsy story , but her feel journey is largely unexplored and we a left wondering about this scams woman whose emotional depths are only hinted at ."
262,"truth to tell , if you 've seen more than half-a-dozen horror films , there 's nothing here you have n't seen before .",0,"truth to tell , if you 've '' more than half-a-dozen horror films , there 's nothing of to in n't seen before ."
263,you 've seen them a million times .,0,you not '' . a animated times .
264,"other than that small problem ,  this is a great bt headdest .",1,"other by , small enough , this is a great pan headdest ."
